"","Subject","Label","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()"
"11",11,"LAYING",-0.738542250140351,-0.65171148192807,-0.697529251877193,-0.971885928947368,-0.96341185122807,-0.947123192631579,-0.776378872777193,-0.729884526315789,-0.840786397719298,-0.815971571964912,-0.799084365438597,-0.707693958736842,-0.828926194210526,-0.866075812280702,-0.83074078245614,-0.732962614245614,-0.732962614245614,-0.759399070736842,-0.764390808245614,-0.859423028596491,-0.732019655912281,-0.658871742122807,-0.691662648368421,-0.786781631719298,-0.736526511307018,-0.853906536491228,-0.825473980052632,-0.79436593877193,-0.726268964315789,-0.773840042877193,-0.768926640578947,-0.780002635157895,-0.865478386140351,0.271689188070175,-0.0194130328203509,-0.107240462689474,0.586434988596491,-0.131164218947368,-0.0605123005789474,0.0813887521280702,0.0110877060129825,-0.00778945950385965,-0.0372681021666667,-0.0597759903157895,0.111875973,-0.0776072755298246,-0.0466598050877193,-0.0746547736315789,-0.681408896263158,-0.681408896263158,-0.773186600701754,-0.710632514649123,-0.85101789,-0.758561210315789,-0.682495803403509,-0.755063390175439,-0.785962868087719,-0.741178502719298,-0.826270268421053,-0.791865428947368,-0.811754427017544,-0.739200955719298,-0.734091589824561,-0.752762493701754,-0.804796949122807,-0.862717383508772
"12",12,"LAYING",-0.692333505783333,-0.529125731666667,-0.747824566316667,-0.950818422666667,-0.954486927833333,-0.939877676166667,-0.738180549346667,-0.653596492433333,-0.830437197833333,-0.776157580066667,-0.678952268166667,-0.638121370833333,-0.780788052991667,-0.784174027166667,-0.713221949983333,-0.665011391566667,-0.665011391566667,-0.716994687391667,-0.69580537205,-0.788703088,-0.682817619526667,-0.536206262333333,-0.753073151,-0.734359720983333,-0.652900604766667,-0.836356136,-0.790816686516667,-0.663626785366667,-0.675686138816667,-0.711012643433333,-0.718599824451667,-0.734911505183333,-0.80137314195,0.260500860183333,-0.015859160971,-0.102977210086667,0.64518597835,0.0297753120666667,0.141194559766667,0.0809470889,0.01325807811,-0.0219685363367833,-0.0154355943816667,-0.0872035977,0.0961236425676667,-0.09396374715,-0.0463924472033333,-0.0415411336166667,-0.634395061033333,-0.634395061033333,-0.727130931933333,-0.6309360709,-0.7689194285,-0.719431148056667,-0.577142363935667,-0.77519971035,-0.765029294366667,-0.67610811575,-0.8232534065,-0.732735987833333,-0.711083734135,-0.628436613133333,-0.6771358523,-0.716693873186667,-0.716552358625,-0.790768815166667
"13",13,"LAYING",-0.708059820245161,-0.5574081327,-0.720281008064516,-0.979557182580645,-0.971023002258064,-0.970998628548387,-0.747471001087097,-0.637875032419355,-0.77998553483871,-0.777704468951613,-0.71804292366129,-0.695221090435484,-0.76992356516129,-0.780944844903226,-0.736278688846774,-0.680030842732258,-0.680030842732258,-0.688445914098387,-0.723106660591936,-0.774093316532258,-0.699868093725806,-0.571598629564516,-0.734226486129032,-0.751449025629032,-0.633280097419355,-0.783616867741936,-0.793961253209677,-0.715670602483871,-0.728590113983871,-0.736577763822581,-0.674627810992903,-0.765133376612903,-0.774894432709677,0.278745081612903,-0.0175141873983871,-0.107142584354839,0.342987197419355,0.321195499419355,0.176190927080645,0.0874917672951613,0.0428608565641935,0.00194436634435484,-0.0524282559370968,-0.0580687812241935,0.0779564082774194,-0.0916339424677419,-0.0644705664193548,-0.0529285435080645,-0.652767875883484,-0.652767875883484,-0.71688457583871,-0.674236720819355,-0.774354897258065,-0.732205800822581,-0.584909698677419,-0.735146880774194,-0.765634348064516,-0.664729156290323,-0.775149690645161,-0.729688964629032,-0.726664278732258,-0.681473063880645,-0.670341935808065,-0.701426536467742,-0.734820241112903,-0.785936131935484
"14",14,"LAYING",-0.418738534039216,-0.414461813315686,-0.613834350196078,-0.974446081176471,-0.967693517647059,-0.952060423921569,-0.487369076419608,-0.464603729784314,-0.699802954901961,-0.654814139705882,-0.637820394176471,-0.608326204313726,-0.601512253960784,-0.723679591764706,-0.656694499215686,-0.441127449019608,-0.441127449019608,-0.503487746684314,-0.604148060970588,-0.710554943137255,-0.410159944254902,-0.461482601882353,-0.64292171254902,-0.520863585352941,-0.48516483217451,-0.730350180196078,-0.690275823529412,-0.647129493156863,-0.660097766666667,-0.540004726998039,-0.528262465607843,-0.663313919215686,-0.738476810588235,0.279152766666667,-0.0197541062705882,-0.115096452843137,0.428085977647059,0.0868382036862745,0.185878978052941,0.051945119272549,0.0131713733817647,-0.0120444418596078,-0.0977101909313726,-0.0324865559372549,0.126054463664706,-0.082581360854902,-0.0459871509980392,-0.0854408951568627,-0.413113678672549,-0.413113678672549,-0.513600588901961,-0.526290424094118,-0.678258702745098,-0.446073420384314,-0.397815036647059,-0.62192563154902,-0.500491504260784,-0.480689687,-0.668524698235294,-0.546945166823529,-0.632304741588235,-0.567214352523529,-0.421364447784314,-0.487732906635294,-0.620951961803922,-0.705571074313725
"15",15,"LAYING",-0.599414994843056,-0.547247373340278,-0.541014543416667,-0.974001061805556,-0.943881022916667,-0.93062080125,-0.635521047888889,-0.648465182055556,-0.781977782361111,-0.693714996555556,-0.5898991928,-0.641483899722222,-0.740828235138889,-0.825781780833333,-0.766408505694444,-0.569822177583333,-0.569822177583333,-0.626561093027778,-0.599810421134722,-0.818501690138889,-0.597180570083333,-0.567100757348611,-0.524725649763889,-0.656952617722222,-0.657616784333333,-0.804834860555556,-0.7082870715,-0.546498954361111,-0.673267025972222,-0.634545423847222,-0.639594452055556,-0.615811157013889,-0.832758400972222,0.284801814444444,-0.019168236775,-0.103655950938889,0.777965279722222,-0.0661873830216389,0.0530454076111111,0.0855332967083333,-0.00978225998444445,-0.0179681491948611,-0.03087098748125,-0.0874460397152778,0.0816158917916667,-0.0823004980861111,-0.0384151563458333,-0.0574129002888889,-0.539599903319444,-0.539599903319444,-0.671273963055556,-0.555889407277778,-0.790227202222222,-0.608037222736111,-0.567949290104167,-0.652519739027778,-0.647138262281944,-0.662412158194444,-0.7583785875,-0.657602474986111,-0.692026583902778,-0.647867489555556,-0.5759524969125,-0.618773578388889,-0.687717736666667,-0.817643393194444
"16",16,"LAYING",-0.500720951828571,-0.436026260097143,-0.531847384428571,-0.970458880142857,-0.966089244142857,-0.945271163,-0.55278856909,-0.535892403757143,-0.717168840428571,-0.638677732214286,-0.571988504257143,-0.523694448534286,-0.643740381857143,-0.744346048714286,-0.673476244285714,-0.501419538014286,-0.501419538014286,-0.559797582728571,-0.585362283814286,-0.732967,-0.493427804357143,-0.464735450563,-0.537458596271429,-0.581368788985714,-0.544825508215714,-0.750535364857143,-0.660148700371429,-0.553247212538571,-0.561556674471429,-0.582518555971429,-0.584800216971429,-0.624041431571429,-0.751166028714286,0.277160908142857,-0.0212455569314286,-0.109349166331429,0.608491591142857,-0.0156251774142857,0.156437460228571,0.115763813571429,0.0160151007035714,0.00153359958214286,-0.115243066655714,-0.0188786584838571,0.125324556808571,-0.0784840170428571,-0.0544263301404286,-0.0673591952374286,-0.456788624202857,-0.456788624202857,-0.573654048,-0.470363725014286,-0.705916894657143,-0.5214979905,-0.45150290562,-0.594585571,-0.564641459687143,-0.557193852442857,-0.683309275428571,-0.578492526928571,-0.616324623642857,-0.547031737057143,-0.497075990471429,-0.543654851877714,-0.6362660771,-0.734157265714286
"17",17,"LAYING",-0.559180172478873,-0.506254038977606,-0.518522850380282,-0.977045501549296,-0.960893675915493,-0.940346726760563,-0.604759638098592,-0.597617210210986,-0.736040304366197,-0.676739802239437,-0.519352623028169,-0.598075316507042,-0.725269172535211,-0.776350525492958,-0.733365645915493,-0.55398935443662,-0.55398935443662,-0.591532529253521,-0.579472493098592,-0.788292984647887,-0.557581303666197,-0.534579201338028,-0.516686073816901,-0.634142708774648,-0.617210986633803,-0.76779522943662,-0.687792142126761,-0.474323110350704,-0.631044816098592,-0.62680797415493,-0.603821172740845,-0.606078738140845,-0.802103423239437,0.266499076197183,-0.0163217192256338,-0.100524138257746,0.776287323380282,-0.000176348043661972,0.129292985143662,0.0557944137507042,0.0272703067197183,-0.0164715361783099,0.00111880516605634,-0.0860702284873239,0.0762391461760563,-0.0955665178309859,-0.0637991680977465,-0.0640868188042254,-0.501811712551268,-0.501811712551268,-0.628512074521127,-0.504554168290141,-0.749890600985916,-0.565067898887324,-0.514624929442253,-0.59913583915493,-0.611242393267606,-0.606126005535211,-0.703835515774648,-0.653702968308451,-0.614133346054789,-0.612388816169014,-0.549195741501408,-0.584231521732394,-0.652685507183099,-0.789496530422535
"18",18,"LAYING",-0.76771428732,-0.725576224723077,-0.753520563815385,-0.974264460923077,-0.959959821692308,-0.947921312,-0.822013833,-0.780907480676923,-0.817017674276923,-0.845987885846154,-0.833621290923077,-0.812301949846154,-0.832708002615385,-0.861415172,-0.851397058307692,-0.740321382343077,-0.740321382343077,-0.778852989169231,-0.804112345492308,-0.849970217692308,-0.755882036153846,-0.734310171692308,-0.764457348307692,-0.821606793815385,-0.778519658876923,-0.823512958307692,-0.860185092461538,-0.837321730476923,-0.833780586,-0.774481148461538,-0.761916719284615,-0.830007201692308,-0.855713875846154,0.275635299846154,-0.0131101959130462,-0.0981883558615385,0.742477514769231,0.0517482181076923,0.0682183070615385,0.066713541,-0.00757963336141539,0.00662783157432308,-0.00518235907384615,-0.0908590043415385,0.0948678520153846,-0.119525532516923,-0.0261425961984615,-0.0405875195538462,-0.733082858523077,-0.733082858523077,-0.804768418078462,-0.773027650292308,-0.859450542461539,-0.803109349215385,-0.743532693846154,-0.771486829435385,-0.837906933230769,-0.796757086538462,-0.809119608061538,-0.803340942153846,-0.830987639846154,-0.802394518107692,-0.752964252924615,-0.794518762076923,-0.817984229015385,-0.853672490769231
"19",19,"LAYING",-0.658957063289157,-0.595135632421687,-0.603082091723133,-0.97107946686747,-0.957034626385542,-0.937299910963855,-0.699799966915663,-0.67737737116747,-0.805766296144578,-0.721543560608434,-0.617386264533735,-0.663682972228916,-0.773883597710843,-0.82831881060241,-0.788162863373494,-0.635415997337349,-0.635415997337349,-0.68453776386747,-0.656921839048193,-0.830591488674699,-0.656481951036145,-0.611903591713253,-0.594441574807229,-0.72298203073494,-0.68454454513253,-0.826737004819277,-0.731079626518072,-0.580699164044578,-0.691613882409639,-0.68654845563012,-0.683843524180723,-0.673057931759036,-0.839472449879518,0.268158822114458,-0.0092384033386747,-0.0967186686626506,0.547220671204819,0.120142235681928,0.226092865590964,0.0889254596915663,-0.0217567276038554,0.0125550703672289,-8.79121698795182e-05,-0.0801270877445783,0.0836819532096386,-0.0953371180060241,-0.0402610805409639,-0.0551204705012048,-0.599602968879518,-0.599602968879518,-0.71758950086747,-0.590009650255422,-0.804109503614458,-0.667274908421687,-0.615687273595181,-0.684725156590361,-0.704260076278313,-0.691103432322892,-0.783931570963855,-0.701935013456626,-0.695146371623133,-0.675885407385542,-0.648415938518072,-0.68636104156988,-0.72732331746988,-0.833380299277108
"20",20,"LAYING",-0.650504028029412,-0.552861836029412,-0.616263778867647,-0.972926489705882,-0.960437981764706,-0.95904821,-0.726380046323529,-0.662668706279412,-0.710011101647059,-0.753882848382353,-0.738770723823529,-0.698925710735294,-0.741771023382353,-0.767883756617647,-0.784204846323529,-0.629966778911765,-0.629966778911765,-0.670914849970588,-0.717962832970588,-0.767427531764706,-0.639264813144412,-0.569048432001471,-0.637821243970588,-0.740303400735294,-0.670016818823529,-0.725594860117647,-0.772843389117647,-0.748371958382353,-0.728717669117647,-0.690398033058824,-0.670426968632353,-0.762522472205882,-0.775498658676471,0.274264618529412,-0.0191901097397059,-0.11624905075,0.6294784925,0.119901243588235,0.109535215602941,0.0841481164588235,0.000498469499411766,-0.00366434468970588,-0.0283932614897059,-0.0825334094411765,0.0766601915294118,-0.0857358207752941,-0.0521670223941176,-0.0576572113088235,-0.594389300904412,-0.594389300904412,-0.690511832941176,-0.670651252205882,-0.769161420735294,-0.683249557264706,-0.577479685898529,-0.634058435279412,-0.737025800294118,-0.677435242352941,-0.692896197044118,-0.696659674661765,-0.728014189264706,-0.6964967475,-0.625262783044118,-0.673051071647059,-0.726944873382353,-0.774024116764706
